Customer ID,MonetaryValue,Frequency,Recency,Cluster
12847.0,1636.8999999999999,2,21,3
12848.0,208.0,1,675,1
12849.0,3064.07,6,30,2
12850.0,330.0,1,445,1
12851.0,284.13,2,96,3
12852.0,311.55,1,294,1
12853.0,3907.5,11,134,0
12854.0,2994.02,7,78,2
12855.0,650.9399999999999,4,372,1
12856.0,2179.93,6,7,2
12857.0,3688.0,6,210,0
12858.0,177.92,1,382,1
12859.0,575.1,1,458,1
12860.0,55.47,1,692,1
12861.0,68.25,1,619,1
12862.0,1008.3199999999999,2,425,1
12863.0,2792.5499999999997,6,51,2
12864.0,299.57,2,137,3
12865.0,3323.47,4,25,2
12866.0,1092.35,3,282,3
12868.0,2247.06,8,185,2
12869.0,337.66999999999996,1,681,1
12870.0,1676.95,3,374,1
12871.0,744.02,3,83,3
12872.0,3685.4900000000002,12,326,0
12873.0,2027.3,3,281,2
12874.0,873.42,2,384,1
12875.0,1356.99,5,142,2
12876.0,3751.79,4,57,2
12878.0,854.99,2,235,3
12879.0,573.22,3,44,3
12880.0,640.13,2,381,1
12881.0,298.0,1,275,3
12882.0,1463.04,2,8,3
12883.0,703.47,4,24,3
12884.0,309.05,1,87,3
12885.0,1175.22,3,62,3
12886.0,1378.4,2,67,3
12887.0,222.4,1,383,1
12888.0,354.12,2,213,3
12889.0,385.46000000000004,4,380,1
12890.0,717.27,2,23,3
12891.0,840.5,11,185,2
12892.0,263.38,1,396,1
12893.0,188.14,1,30,3
12894.0,157.35,1,574,1
12895.0,372.8,2,41,3
12897.0,514.25,4,204,3
12898.0,310.96000000000004,2,463,1
12899.0,366.4,1,413,1
12900.0,340.33,1,421,1
12902.0,138.68,1,264,3
12903.0,833.53,1,428,1
12904.0,509.58,2,17,3
12905.0,1018.42,2,576,1
12906.0,2919.81,5,11,2
12907.0,508.91,2,395,1
12908.0,1776.0,5,175,2
12909.0,3103.19,8,39,0
12911.0,1680.47,1,551,1
12912.0,1662.3,5,2,2
12914.0,223.98,1,400,1
12915.0,1174.75,4,148,3
12916.0,4654.0199999999995,7,138,0
12917.0,4359.2,6,127,0
12919.0,1335.19,6,7,2
12920.0,488.09000000000003,4,16,3
12922.0,405.38,1,160,3
12923.0,788.62,3,63,3
12924.0,2461.45,12,87,0
12925.0,729.3299999999999,3,4,3
12926.0,1548.08,4,410,1
12927.0,197.31,1,394,1
12928.0,4304.89,12,34,0
12929.0,117.85,1,311,1
12930.0,415.8,2,77,3
12932.0,1698.56,8,538,2
12933.0,1687.03,8,23,2
12934.0,181.65,1,736,1
12935.0,4243.86,15,1,0
12936.0,1063.9,4,16,3
12937.0,3097.61,9,14,0
12938.0,114.14,1,25,3
12940.0,913.54,2,54,3
12941.0,377.49,1,723,1
12942.0,942.65,3,130,3
12943.0,496.5,2,557,1
12944.0,604.51,2,35,3
12945.0,900.11,2,287,3
12946.0,324.45,1,436,1
12947.0,1908.03,6,143,2
12948.0,2317.43,9,15,2
12950.0,1843.0,3,1,2
12951.0,3213.7200000000003,15,8,0
12952.0,1387.79,4,5,2
12953.0,828.8100000000001,2,9,3
12954.0,162.45,1,638,1
12955.0,4757.16,11,0,0
12956.0,521.89,4,305,1
12958.0,539.49,2,399,1
12959.0,150.95,1,483,1
12960.0,1322.07,4,413,1
12961.0,211.99,1,378,1
12962.0,266.39,2,6,3
12963.0,3601.59,12,7,0
12964.0,132.24,1,436,1
12965.0,771.91,1,88,3
12966.0,160.18,1,9,3
12967.0,4306.92,3,357,2
12968.0,135.95,1,111,3
12969.0,122.45,1,602,1
12970.0,1523.91,10,6,2
12972.0,1161.2,4,413,1
12973.0,385.55,1,413,1
12974.0,408.95,2,197,3
12975.0,2100.09,6,436,2
12976.0,3156.38,8,211,0
12977.0,517.63,4,155,3
12978.0,2502.82,5,384,2
12979.0,517.7,1,728,1
12981.0,372.21999999999997,2,29,3
12982.0,2744.81,8,242,2
12983.0,490.08000000000004,1,597,1
12984.0,97.5,1,18,3
12985.0,1239.38,2,0,3
12986.0,2729.84,10,428,0
12987.0,1312.21,5,73,2
12988.0,535.32,1,291,1
12990.0,955.5,7,30,2
12991.0,764.82,3,22,3
12992.0,93.35000000000001,1,724,1
12993.0,1259.6299999999999,8,22,2
12994.0,974.4200000000001,3,3,3
12995.0,211.32,1,84,3
12996.0,355.5,1,375,1
12997.0,2110.91,8,21,2
12998.0,920.08,3,492,1
12999.0,455.88,3,195,3
13000.0,1032.5,4,106,3
13002.0,414.13,3,317,1
13003.0,149.05,3,105,3
13005.0,999.68,4,173,3
13006.0,81.57,1,55,3
13007.0,175.25,1,579,1
13008.0,612.13,3,322,1
13009.0,234.0,1,672,1
13010.0,330.12,2,373,1
13011.0,101.10000000000001,1,371,1
13012.0,2972.83,11,8,0
13016.0,789.89,3,72,3
13017.0,204.0,1,6,3
13019.0,1229.95,6,378,2
13020.0,618.96,2,562,1
13022.0,50.3,1,429,1
13023.0,1251.03,3,63,3
13024.0,555.87,2,470,1
13025.0,323.39,1,731,1
13026.0,1733.08,9,0,2
13028.0,661.3199999999999,2,22,3
13029.0,1927.3,5,30,2
13030.0,1227.22,2,10,3
13031.0,3419.27,5,406,2
13032.0,2843.55,9,51,0
13033.0,220.55,2,356,1
13034.0,922.68,3,54,3
13035.0,1364.2,3,73,3
13036.0,307.1,1,684,1
13037.0,3914.9500000000003,12,137,0
13038.0,908.46,3,79,3
13039.0,1010.73,4,583,1
13040.0,676.99,2,8,3
13041.0,799.13,4,450,1
13042.0,1556.54,3,597,1
13043.0,516.42,1,272,3
13044.0,4853.9,11,290,0
13045.0,808.92,3,98,3
13046.0,949.25,3,30,3
13048.0,4084.21,9,13,0
13049.0,1408.24,4,63,2
13051.0,155.8,2,578,1
13052.0,3167.68,7,211,2
13053.0,127.65,1,621,1
13055.0,2321.11,4,77,2
13056.0,209.48,1,550,1
13057.0,722.09,3,529,1
13058.0,271.40000000000003,3,24,3
13059.0,2303.17,10,249,0
13060.0,307.53,1,253,3
13061.0,248.61,1,71,3
13062.0,346.98,1,190,3
13063.0,188.4,1,480,1
13064.0,1680.74,6,12,2
13065.0,1260.91,5,372,1
13066.0,470.8,2,23,3
13067.0,508.51,3,81,3
13068.0,344.0,2,9,3
13070.0,751.7,4,191,3
13071.0,129.22,1,611,1
13072.0,177.15,1,266,3
13073.0,418.08,2,410,1
13074.0,1378.74,4,510,1
13075.0,919.61,1,129,3
13076.0,135.4,1,457,1
13077.0,3064.67,11,0,0
13079.0,419.18,6,3,3
13080.0,280.73,4,178,3
13083.0,395.43,3,3,3
13084.0,122.39999999999999,1,491,1
13085.0,2433.28,8,157,2
13086.0,439.33000000000004,1,382,1
13087.0,313.64,1,725,1
13088.0,236.11,1,416,1
13091.0,1108.8,2,27,3
13092.0,2140.28,12,70,0
13094.0,2433.1200000000003,13,20,0
13095.0,74.39999999999999,1,70,3
13096.0,419.70000000000005,1,393,1
13099.0,207.35999999999999,1,98,3
13101.0,695.4,4,233,3
13103.0,709.64,3,39,3
13104.0,1709.1,9,2,2
13105.0,72.0,1,435,1
13106.0,603.46,2,132,3
13108.0,1098.52,2,372,1
13109.0,1134.03,3,59,3
13110.0,2957.4700000000003,12,30,0
13111.0,321.88000000000005,1,718,1
13112.0,20.6,1,540,1
13114.0,234.38,1,730,1
13116.0,501.14,1,137,3
13118.0,2415.41,9,19,0
13119.0,134.9,1,668,1
13120.0,30.599999999999998,1,238,3
13121.0,283.73,1,268,3
13122.0,922.39,2,93,3
13123.0,506.75,2,472,1
13124.0,4782.45,4,89,0
13125.0,158.57,1,523,1
13126.0,3998.25,13,4,0
13127.0,259.17,1,77,3
13128.0,263.5,1,630,1
13129.0,233.25,2,451,1
13130.0,64.0,1,93,3
13131.0,3313.77,7,22,0
13132.0,77.3,1,261,3
13133.0,200.45000000000002,3,273,3
13134.0,2475.23,6,85,2
13135.0,3371.45,2,196,2
13138.0,1467.24,7,21,2
13140.0,1215.68,5,107,2
13142.0,307.09,1,18,3
13143.0,405.1,1,584,1
13144.0,135.35,2,332,1
13145.0,1423.52,7,39,2
13146.0,228.91,1,25,3
13147.0,712.8000000000001,4,9,3
13149.0,1676.06,4,13,2
13150.0,449.96999999999997,3,483,1
13151.0,2570.2400000000002,3,295,2
13152.0,2146.38,7,416,2
13153.0,486.22,1,5,3
13154.0,1624.84,3,398,1
13155.0,1750.18,6,32,2
13156.0,1586.54,3,384,1
13158.0,1508.18,5,94,2
13159.0,1437.85,4,8,2
13160.0,91.8,1,21,3
13161.0,478.88,2,312,1
13163.0,17.65,1,609,1
13164.0,372.2,2,568,1
13165.0,1451.16,3,45,3
13166.0,884.18,2,282,3
13167.0,1113.15,5,18,2
13168.0,1875.31,5,35,2
13169.0,840.08,3,63,3
13170.0,116.00999999999999,1,26,3
13171.0,468.41,3,21,3
13172.0,69.6,1,399,1
13173.0,2629.35,11,3,0
13175.0,831.45,2,581,1
13176.0,492.84,1,45,3
13177.0,512.2,2,64,3
13179.0,572.3100000000001,1,618,1
13180.0,86.10000000000001,1,606,1
13181.0,359.69,1,380,1
13182.0,121.18,1,44,3
13184.0,1700.29,10,14,2
13185.0,71.4,1,267,3
13186.0,1575.89,3,39,3
13187.0,348.01,4,336,1
13188.0,114.60000000000001,1,10,3
13189.0,260.68,2,18,3
13190.0,570.66,3,543,1
13191.0,159.21,1,657,1
13192.0,2558.58,6,94,2
13193.0,117.88,1,60,3
13194.0,472.78,2,135,3
13195.0,172.38,1,413,1
13196.0,3068.84,7,10,2
13197.0,373.01000000000005,1,609,1
13198.0,4974.2300000000005,8,9,0
13200.0,870.09,4,18,3
13201.0,1240.6100000000001,4,501,1
13202.0,1580.3,7,393,2
13203.0,2648.25,10,9,0
13204.0,966.6600000000001,1,730,1
13205.0,2803.2,1,442,1
13207.0,535.86,4,14,3
13208.0,1964.02,8,58,2
13210.0,353.48,1,93,3
13211.0,2729.32,10,9,0
13212.0,788.08,3,19,3
13213.0,3851.52,11,56,0
13214.0,3264.23,7,417,2
13215.0,81.6,1,401,1
13216.0,333.74,1,267,3
13217.0,666.48,4,121,3
13218.0,62.63999999999999,1,126,3
13219.0,76.23,1,617,1
13220.0,1336.0900000000001,5,77,2
13221.0,844.86,2,239,3
13222.0,88.5,1,576,1
13223.0,969.1200000000001,6,199,2
13224.0,2152.95,2,59,2
13226.0,312.46,2,272,3
13227.0,257.7,1,201,3
13228.0,358.0,1,80,3
13229.0,160.95,1,225,3
13232.0,1357.0,7,12,2
13233.0,1176.46,4,73,3
13234.0,356.95,2,672,1
13235.0,1031.07,1,211,3
13236.0,744.85,2,24,3
13237.0,643.0,1,387,1
13238.0,1006.63,6,16,2
13239.0,1594.69,5,261,2
13240.0,1718.1200000000001,8,95,2
13241.0,115.58,1,411,1
13242.0,699.4,7,111,2
13243.0,1278.04,5,202,2
13244.0,121.74000000000001,1,92,3
13245.0,989.22,2,50,3
13246.0,3387.43,11,17,0
13247.0,501.12,4,17,3
13248.0,465.68,2,124,3
13249.0,1608.93,9,91,2
13250.0,256.04,2,460,1
13251.0,252.68,1,401,1
13252.0,399.3,2,393,1
13253.0,2951.11,4,156,2
13254.0,51.410000000000004,1,375,1
13255.0,904.46,3,8,3
13257.0,149.75,1,435,1
13258.0,1035.18,5,11,2
13259.0,1429.63,9,61,2
13260.0,557.62,1,60,3
13261.0,944.1,2,268,3
13262.0,573.45,3,262,3
13264.0,722.5600000000001,1,442,1
13265.0,2107.66,5,52,2
13268.0,3192.65,10,17,0
13270.0,1180.0,1,365,1
13271.0,217.38,1,36,3
13272.0,276.56,2,30,3
13273.0,138.98,1,112,3
13274.0,360.85,1,408,1
13275.0,241.66,2,383,1
13276.0,1939.26,5,63,2
13277.0,523.3,7,15,2
13278.0,1425.35,4,40,2
13279.0,137.75,1,77,3
13280.0,2322.63,7,121,2
13281.0,350.85,1,438,1
13282.0,1313.19,4,17,2
13283.0,373.36,4,59,3
13284.0,201.19,1,330,1
13285.0,3364.59,6,22,2
13286.0,734.91,1,599,1
13287.0,781.59,3,602,1
13288.0,927.61,5,442,1
13289.0,307.95,1,723,1
13291.0,3320.84,11,155,0
13292.0,994.51,5,38,2
13293.0,1192.94,6,391,2
13294.0,1689.53,3,189,2
13295.0,1101.97,4,359,1
13296.0,792.51,6,136,2
13297.0,4368.62,7,7,0
13298.0,360.0,1,0,3
13299.0,1218.7,3,267,3
13300.0,1285.51,3,168,3
13301.0,600.19,4,103,3
13302.0,159.2,2,154,3
13303.0,61.72,1,399,1
13304.0,1217.99,4,350,1
13305.0,3754.71,16,3,0
13306.0,53.65,1,429,1
13307.0,273.34,3,119,3
13308.0,1670.3700000000001,4,22,2
13309.0,1706.3700000000001,6,6,2
13310.0,1541.2,5,27,2
13311.0,598.57,2,3,3
13312.0,124.75,1,450,1
13313.0,3445.32,12,21,0
13314.0,775.94,3,1,3
13315.0,310.26,1,688,1
13318.0,640.76,3,0,3
13320.0,2228.1,6,77,2
13321.0,567.36,2,71,3
13322.0,199.48000000000002,1,16,3
13323.0,787.85,5,2,3
13325.0,675.3,1,81,3
13326.0,281.76,1,431,1
13328.0,1308.48,1,315,1
13329.0,5112.97,8,31,0
13330.0,2806.18,6,92,2
13331.0,262.4,1,401,1
13332.0,350.9,1,13,3
13333.0,1015.74,3,410,1
13336.0,795.12,1,76,3
13337.0,1575.26,1,545,1
13338.0,2345.62,4,157,2
13339.0,860.12,1,200,3
13341.0,775.85,1,260,3
13343.0,303.43,1,177,3
13344.0,2543.72,3,67,2
13345.0,339.5,1,287,1
13346.0,299.4,6,462,1
13347.0,291.36,1,69,3
13348.0,233.76,1,63,3
13349.0,197.32,1,10,3
13350.0,879.12,2,15,3
13351.0,323.94,1,65,3
13352.0,347.97999999999996,1,59,3
13354.0,743.53,1,70,3
13355.0,674.7,1,121,3
13356.0,768.24,1,79,3
13357.0,3817.36,5,256,2
13358.0,389.03,1,268,3
13359.0,943.3100000000001,2,63,3
13360.0,1503.65,4,431,1
13361.0,1450.5,2,471,1
13363.0,1623.86,3,17,2
13364.0,134.95999999999998,1,70,3
13365.0,2225.37,2,33,2
13366.0,56.160000000000004,1,49,3
13367.0,460.20000000000005,1,431,1
13368.0,1021.5,4,256,3
13369.0,516.5600000000001,1,365,1
13370.0,1509.74,1,371,1
13371.0,2297.66,2,504,1
13372.0,328.64,1,89,3
13374.0,372.8,2,414,1
13375.0,1792.23,2,88,3
13376.0,869.76,3,98,3
13377.0,1452.88,2,396,1
13379.0,572.56,3,25,3
13380.0,62.4,1,432,1
13382.0,1387.58,5,280,2
13383.0,305.28000000000003,1,543,1
13385.0,534.57,1,329,1
13386.0,835.46,2,413,1
13387.0,184.34,1,416,1
13388.0,1185.65,3,130,3
13389.0,797.96,3,10,3
13390.0,544.08,1,74,3
13391.0,59.8,1,203,3
13392.0,91.14,1,676,1
13393.0,1131.45,4,583,1
